web-scraper-order,web-scraper-start-url,patent_link,patent_link-href,patent_date,patent_abstract,patent_number,patent_assignee,referenced_by_link,referenced_by_link-href,citator_link,citator_link-href,pagination,pagination-href,citator_patent_number,citator_date
1519572163-73,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,GABA analog prodrug sustained release oral dosage forms,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=28&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,795,725",2014
1519572165-74,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Punctal plug containing drug formulation,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=27&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,821,457",2014
1519572167-75,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Sustained-release formulations of topiramate,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=26&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,877,248",2014
1519572169-76,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Sustained-release formulations of topiramate,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=25&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,889,191",2014
1519572172-77,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Punctal plugs with directional release,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=24&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,894,602",2014
1519572176-78,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,GABA analog prodrug sustained release oral dosage forms,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=23&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,906,412",2014
1519572179-79,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Ocular insert apparatus and methods,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=22&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,939,948",2015
1519572181-80,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Sustained-release formulations of topiramate,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=21&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"8,992,989",2015
1519572183-81,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Methods and devices for providing prolonged drug therapy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=20&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,000,038",2015
1519572187-82,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Methods and devices for providing prolonged drug therapy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=19&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,029,416",2015
1519572190-83,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Method for forming an ocular drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=18&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,102,105",2015
1519572192-84,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Methods and devices for providing prolonged drug therapy,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=17&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,144,549",2015
1519572194-85,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,"Nanospheres encapsulating bioactive material and method for formulation of
     nanospheres",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=16&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,149,441",2015
1519572197-86,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Controlled delivery of bioactive agents from decomposable films,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=15&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,198,875",2015
1519572200-87,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,"Prodrugs of gaba analogs, compositions and uses thereof",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=14&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,238,616",2016
1519572202-88,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=0&f=S&l=50&d=PTXT&RS=ABST%2F%22polylactic+acid%22&Query=ABST%2F%22polylactic+acid%22&TD=621&Srch1=%22polylactic+acid%22.ABTX.&StartAt=Jump+To&StartNum=615,Structured bioerodible drug delivery device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=623&f=G&l=50&d=PTXT&s1=%22polylactic+acid%22.ABTX.&p=13&OS=ABST/%22polylactic+acid%22&RS=ABST/%22polylactic+acid%22,1976,"A drug delivery device for the continuous and controlled administration of
     a predetermined therapeutically effective dosage of eye drug to the eye of
     a mamallian patient over a prolonged period of time. The device meters the
     flow of polylactic acid polymer micro-encapsulated eye drug by means of a
     drug release rate controlling material comprised of an anionic polyvalent
     metal cation cross-linked polyelectrolyte. The device bioerodes in the
     biological environment of the patient concurrently with the dispensing or
     at a point in time after the dispensing of the therapeutically desired
     amount of drug.","3,962,414","Alza Corporation
 (Palo Alto, 
CA)",[Referenced By],http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=0&f=S&l=50&d=PALL&Query=ref/3962414,Methods of synthesizing a levodopa ester prodrug,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2Fsearch-adv.htm&r=13&f=G&l=50&d=PALL&S1=3962414.UREF.&OS=ref/3962414&RS=REF/3962414,,,"9,290,445",2016
